titulo,link
"Foragido da Justiça brasileira, Ramagem ficou 2 dias preso antes de ser liberado",https://g1.globo.com/mundo/noticia/2026/04/15/ramagem-esta-foragido-nos-eua-ficou-dois-dias-preso-e-foi-liberado-entenda.ghtml
